School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2013-2014,OREGON,4102610,Camas Valley SD 21J,,,584,Reading/Language Arts,55-59,106,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102640,Canby SD 86,,,583,Mathematics,63,2441,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102640,Canby SD 86,,,584,Reading/Language Arts,70,2441,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102780,Cascade SD 5,,,583,Mathematics,65,1187,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102780,Cascade SD 5,,,584,Reading/Language Arts,73,1188,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102800,Centennial SD 28J,,,583,Mathematics,54,3336,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102800,Centennial SD 28J,,,584,Reading/Language Arts,62,3296,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105760,Central Curry SD 1,,,583,Mathematics,56,267,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105760,Central Curry SD 1,,,584,Reading/Language Arts,70,267,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102910,Central Linn SD 552,,,583,Mathematics,57,383,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102910,Central Linn SD 552,,,584,Reading/Language Arts,68,385,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102940,Central Point SD 6,,,583,Mathematics,63,2259,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102940,Central Point SD 6,,,584,Reading/Language Arts,74,2261,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102840,Central SD 13J,,,583,Mathematics,52,1544,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102840,Central SD 13J,,,584,Reading/Language Arts,60,1555,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103260,Clatskanie SD 6J,,,583,Mathematics,57,296,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103260,Clatskanie SD 6J,,,584,Reading/Language Arts,75,260,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103270,Colton SD 53,,,583,Mathematics,57,305,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103270,Colton SD 53,,,584,Reading/Language Arts,70,305,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103330,Condon SD 25J,,,583,Mathematics,55-59,66,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103330,Condon SD 25J,,,584,Reading/Language Arts,70-74,66,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103660,Coos Bay SD 9,,,583,Mathematics,54,1446,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103660,Coos Bay SD 9,,,584,Reading/Language Arts,66,1565,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103390,Coquille SD 8,,,583,Mathematics,64,424,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103390,Coquille SD 8,,,584,Reading/Language Arts,67,424,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103420,Corbett SD 39,,,583,Mathematics,64,721,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103420,Corbett SD 39,,,584,Reading/Language Arts,75,722,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103480,Corvallis SD 509J,,,583,Mathematics,74,3380,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103480,Corvallis SD 509J,,,584,Reading/Language Arts,84,3331,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103540,Cove SD 15,,,583,Mathematics,60-64,143,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103540,Cove SD 15,,,584,Reading/Language Arts,75-79,142,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103690,Creswell SD 40,,,583,Mathematics,64,664,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103690,Creswell SD 40,,,584,Reading/Language Arts,75,665,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103720,Crook County SD,,,583,Mathematics,57,1704,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103720,Crook County SD,,,584,Reading/Language Arts,70,1706,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103780,Crow-Applegate-Lorane SD 66,,,583,Mathematics,50-54,141,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103780,Crow-Applegate-Lorane SD 66,,,584,Reading/Language Arts,65-69,141,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103840,Culver SD 4,,,583,Mathematics,67,368,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103840,Culver SD 4,,,584,Reading/Language Arts,77,365,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103860,Dallas SD 2,,,583,Mathematics,59,1631,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103860,Dallas SD 2,,,584,Reading/Language Arts,74,1628,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103940,David Douglas SD 40,,,583,Mathematics,57,5391,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103940,David Douglas SD 40,,,584,Reading/Language Arts,64,5538,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103990,Dayton SD 8,,,583,Mathematics,44,517,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103990,Dayton SD 8,,,584,Reading/Language Arts,60,518,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104020,Dayville SD 16J,,,583,Mathematics,40-59,28,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104020,Dayville SD 16J,,,584,Reading/Language Arts,GE80,28,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104170,Diamond SD 7,,,583,Mathematics,GE50,11,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104170,Diamond SD 7,,,584,Reading/Language Arts,GE50,11,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104290,Double O SD 28,,,583,Mathematics,PS,4,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104290,Double O SD 28,,,584,Reading/Language Arts,PS,4,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103960,Douglas County SD 15,,,583,Mathematics,30-34,105,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103960,Douglas County SD 15,,,584,Reading/Language Arts,60-64,105,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4110710,Douglas County SD 4,,,583,Mathematics,58,2842,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4110710,Douglas County SD 4,,,584,Reading/Language Arts,70,2787,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104380,Drewsey SD 13,,,583,Mathematics,GE50,6,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104380,Drewsey SD 13,,,584,Reading/Language Arts,GE50,6,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104410,Dufur SD 29,,,583,Mathematics,65-69,75,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104410,Dufur SD 29,,,584,Reading/Language Arts,GE50,9,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104500,Eagle Point SD 9,,,583,Mathematics,52,2091,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104500,Eagle Point SD 9,,,584,Reading/Language Arts,64,2097,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104530,Echo SD 5,,,583,Mathematics,40-49,57,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104530,Echo SD 5,,,584,Reading/Language Arts,70-79,37,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104590,Elgin SD 23,,,583,Mathematics,51,205,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104590,Elgin SD 23,,,584,Reading/Language Arts,69,206,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104620,Elkton SD 34,,,583,Mathematics,50-54,167,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104620,Elkton SD 34,,,584,Reading/Language Arts,65-69,169,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105080,Enterprise SD 21,,,583,Mathematics,57,211,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105080,Enterprise SD 21,,,584,Reading/Language Arts,83,211,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104700,Estacada SD 108,,,583,Mathematics,47,758,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104700,Estacada SD 108,,,584,Reading/Language Arts,71,775,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104740,Eugene SD 4J,,,583,Mathematics,67,8780,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104740,Eugene SD 4J,,,584,Reading/Language Arts,80,8762,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4100003,Falls City SD 57,,,583,Mathematics,35-39,73,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4100003,Falls City SD 57,,,584,Reading/Language Arts,55-59,74,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4104950,Fern Ridge SD 28J,,,583,Mathematics,57,764,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4104950,Fern Ridge SD 28J,,,584,Reading/Language Arts,70,709,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105160,Forest Grove SD 15,,,583,Mathematics,57,3081,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105160,Forest Grove SD 15,,,584,Reading/Language Arts,65,3066,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105250,Fossil SD 21J,,,583,Mathematics,60-64,134,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105250,Fossil SD 21J,,,584,Reading/Language Arts,80-84,134,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105310,Frenchglen SD 16,,,583,Mathematics,50-59,49,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105310,Frenchglen SD 16,,,584,Reading/Language Arts,70-79,49,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105430,Gaston SD 511J,,,583,Mathematics,51,321,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105430,Gaston SD 511J,,,584,Reading/Language Arts,68,324,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4100015,Gervais SD 1,,,583,Mathematics,50,560,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4100015,Gervais SD 1,,,584,Reading/Language Arts,53,558,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105610,Gladstone SD 115,,,583,Mathematics,62,1122,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105610,Gladstone SD 115,,,584,Reading/Language Arts,70,965,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105640,Glendale SD 77,,,583,Mathematics,35-39,183,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105640,Glendale SD 77,,,584,Reading/Language Arts,45-49,182,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105670,Glide SD 12,,,583,Mathematics,63,322,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105670,Glide SD 12,,,584,Reading/Language Arts,79,318,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4105910,Grants Pass SD 7,,,583,Mathematics,62,1971,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4105910,Grants Pass SD 7,,,584,Reading/Language Arts,78,2227,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4101120,Greater Albany Public SD 8J,,,583,Mathematics,59,4412,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4101120,Greater Albany Public SD 8J,,,584,Reading/Language Arts,69,4125,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106000,Gresham-Barlow SD 10J,,,583,Mathematics,54,6100,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106000,Gresham-Barlow SD 10J,,,584,Reading/Language Arts,65,6086,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4102490,Harney County SD 3,,,583,Mathematics,60-64,160,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4102490,Harney County SD 3,,,584,Reading/Language Arts,69,244,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103600,Harney County SD 4,,,583,Mathematics,GE50,15,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103600,Harney County SD 4,,,584,Reading/Language Arts,GE50,15,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4103630,Harney County Union High SD 1J,,,583,Mathematics,GE50,9,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4103630,Harney County Union High SD 1J,,,584,Reading/Language Arts,GE50,9,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106120,Harper SD 66,,,583,Mathematics,30-39,47,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106120,Harper SD 66,,,584,Reading/Language Arts,60-69,47,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4100019,Harrisburg SD 7J,,,583,Mathematics,52,448,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4100019,Harrisburg SD 7J,,,584,Reading/Language Arts,62,450,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106270,Helix SD 1,,,583,Mathematics,70-74,105,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106270,Helix SD 1,,,584,Reading/Language Arts,75-79,106,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106300,Hermiston SD 8,,,583,Mathematics,62,2748,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106300,Hermiston SD 8,,,584,Reading/Language Arts,68,2731,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4100023,Hillsboro SD 1J,,,583,Mathematics,60,10742,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4100023,Hillsboro SD 1J,,,584,Reading/Language Arts,71,10641,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106510,Hood River County SD,,,583,Mathematics,68,2147,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106510,Hood River County SD,,,584,Reading/Language Arts,74,2142,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106600,Huntington SD 16J,,,583,Mathematics,30-39,31,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106600,Huntington SD 16J,,,584,Reading/Language Arts,50-59,31,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106630,Imbler SD 11,,,583,Mathematics,60-64,120,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106630,Imbler SD 11,,,584,Reading/Language Arts,80-84,82,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4100047,Ione SD R2,,,583,Mathematics,60-64,113,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4100047,Ione SD R2,,,584,Reading/Language Arts,65-69,112,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106740,Jefferson County SD 509J,,,583,Mathematics,49,1499,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106740,Jefferson County SD 509J,,,584,Reading/Language Arts,55,1499,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106710,Jefferson SD 14J,,,583,Mathematics,44,467,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106710,Jefferson SD 14J,,,584,Reading/Language Arts,56,467,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106750,Jewell SD 8,,,583,Mathematics,GE50,11,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106750,Jewell SD 8,,,584,Reading/Language Arts,75-79,69,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106780,John Day SD 3,,,583,Mathematics,65,202,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106780,John Day SD 3,,,584,Reading/Language Arts,78,303,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106820,Jordan Valley SD 3,,,583,Mathematics,60-79,21,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106820,Jordan Valley SD 3,,,584,Reading/Language Arts,60-79,26,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106870,Joseph SD 6,,,583,Mathematics,65-69,104,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106870,Joseph SD 6,,,584,Reading/Language Arts,75-79,104,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106930,Junction City SD 69,,,583,Mathematics,50,807,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106930,Junction City SD 69,,,584,Reading/Language Arts,64,789,,All Students,All Students,,All Grades,Reading/Language Arts,,
2013-2014,OREGON,4106960,Juntura SD 12,,,583,Mathematics,PS,4,,All Students,All Students,,All Grades,Mathematics,,
2013-2014,OREGON,4106960,Juntura SD 12,,,584,Reading/Language Arts,PS,4,,All Students,All Students,,All Grades,Reading/Language Arts,,
